Time,Accurate,Estimate Change,Actual Change,Difference
12/05/11 @ 12:00PM,TRUE,0.000056503370887,0.00203183076932,0.00197532739843
12/05/11 @ 01:00PM,FALSE,0.000717614244198,-0.00558472214719,0.00630233639139
12/05/11 @ 02:00PM,TRUE,-0.000429745223596,-0.000382735290442,0.000047009933154
12/05/11 @ 03:00PM,TRUE,-0.00102321595206,-0.000874813568955,0.000148402383105
12/05/11 @ 04:00PM,FALSE,-0.000922451987862,0.000151203603665,0.00107365559153
12/06/11 @ 09:00AM,TRUE,-0.00134723018537,-0.000640130598941,0.000707099586425
12/06/11 @ 10:00AM,TRUE,-0.00153714748082,-0.00162837445926,0.000091226978439
12/06/11 @ 11:00AM,TRUE,-0.00107868937519,-0.000374660505755,0.000704028869436
12/06/11 @ 12:00PM,TRUE,-0.00140124705178,-0.000563339494763,0.000837907557013
12/06/11 @ 01:00PM,FALSE,-0.00155560416389,0.00088250508764,0.00243810925153
12/06/11 @ 02:00PM,FALSE,-0.00108454175068,0.00482711645173,0.00591165820241
12/06/11 @ 03:00PM,FALSE,0.000902059543986,-0.00369385636339,0.00459591590738
12/06/11 @ 04:00PM,FALSE,0.000114316417208,-0.00012446970077,0.000238786117978
12/07/11 @ 09:00AM,TRUE,-0.000241450507803,-0.00680127532256,0.00655982481475
12/07/11 @ 10:00AM,FALSE,-0.000963468653656,0.000174009637989,0.00113747829164
12/07/11 @ 11:00AM,TRUE,0.00053897324732,0.00388347948757,0.00334450624024
12/07/11 @ 12:00PM,FALSE,-0.000297592013986,0.00254075166942,0.00283834368341
12/07/11 @ 01:00PM,FALSE,0.00133822504771,-0.00182548228722,0.00316370733493
12/07/11 @ 02:00PM,FALSE,0.000465214637207,-0.00242570158111,0.00289091621832
12/07/11 @ 03:00PM,FALSE,-0.000330166368347,0.00448164970944,0.00481181607779
12/07/11 @ 04:00PM,FALSE,-0.000048188003717,0.000286416855983,0.0003346048597
12/08/11 @ 09:00AM,FALSE,0.00110779016542,-0.00308519074823,0.00419298091365
12/08/11 @ 10:00AM,TRUE,-0.000317644004845,-0.0022143671878,0.00189672318295
12/08/11 @ 11:00AM,TRUE,-0.00140337996494,-0.001627784604,0.000224404639053
12/08/11 @ 12:00PM,TRUE,-0.00157760339525,-0.00143525450261,0.00014234889264
12/08/11 @ 01:00PM,TRUE,-0.00142152473292,-0.00169325529469,0.000271730561765
12/08/11 @ 02:00PM,FALSE,0.000094497636065,-0.00219408440061,0.00228858203667
12/08/11 @ 03:00PM,TRUE,-0.000133308089424,-0.00248011292205,0.00234680483263
12/08/11 @ 04:00PM,TRUE,-0.00150598529017,-0.000018498906412,0.00148748638376
12/09/11 @ 09:00AM,FALSE,-0.00149542609862,0.00547320262162,0.00696862872023
12/09/11 @ 10:00AM,FALSE,-0.0013938948108,0.00324201459278,0.00463590940358
12/09/11 @ 11:00AM,FALSE,-0.00139376345664,0.00186371462049,0.00325747807712
12/09/11 @ 12:00PM,FALSE,-0.00156446380415,0.00116055056592,0.00272501437006
12/09/11 @ 01:00PM,FALSE,-0.00156396790268,0.00066674582909,0.00223071373177
12/09/11 @ 02:00PM,FALSE,-0.00123561680895,0.00195686625145,0.00319248306041


TOTAL,,,,0.27146136335323
